id,sentence
894,저녁은 닭갈비를 했습니다
895,이모도 함께 먹고 갔어요
896,제 엉덩인 왜 찍어뒀는지 모르겠네요
897,크다는건가 후식으로 집앞 슈퍼서 참외를 샀어요
898,도시락용 방토도 샀습니다 마빡이는 무시해주세요
899,이제 발톱을 발라야 할 때가 온걸까요?
900,후식먹고 울 애기 목욕합니다
901,안먹는 것이 없지요
902,씻으면서도 옹알이 폭발이요 냄시의 근원지 숨어있는 목을 잘 닦아줘야 합니다
903,목욕중에도 카메라 의식하는 아기 당당한 모습이 멋있습니다
904,형님 탈수하십니다
905,칠해드립니다 칠할때도 시끄러운 아기님 친구에게 선물받은 옷이 너무 크다는 생각만 하고 있었는데 혹시나 해서 열어보니 아이쿠였어요
906,하비니가 언제 이렇게 컸는지 완전 따악.
907,소란스러운 아기는 맘마줍니다 바지는 모른척해주세여.
908,언제나 정량을 먹지 않는 입이 비싼 아기님이죠
909,2 경기도 광주에 이사 온 것이 벌써 4년 째 이사오고 나서야 전에 살던 동네가 참 살기 편한 동네였다는 것을 깨달았다
910,코스트코 이마트 홈플러스 재래시장 7호선 경의중앙선 초등학교 중학교 고등학교 대학교까지 모든 것이 다 동네 안에 당연히 있었고 산 둘레길을 따라 골라갈 수 있을만큼 많았던 공원과 잘 만들어놓은 등산로가 여기는 없었다
912,집 뒷산의 이름이 칠사산인 것은 이 동네에서 한 해를 꼬박 살고나서였다
913,그리고 또 한 해를 꼬박 지나보낸 후에야 이 지도를 발견했다
914,지도 앱에 산 검색을 했을 때 아랫 부분에 등산로 안내가 이렇게 나온다
916,그러니 어떻게 여기가 등산로인지 알 수 있담 교회 앞마당에 등산로 입구가 있다 여기가 맞나 싶게 의심하며 오르는 구간을 지나면 이렇게 넓은 공간이 갑자기 나타나는데 오늘은 참 하늘이 맑았다 그리고 나의 등산친구로 아들내미가 함께 해주었다 오르는 길은 계속 가파르게 이어졌다 낮은 산이고 짧은 코스니만큼 숨가쁘게 오르기만 해야한다
917,하지만 이런 곳쯤은 난 뛰어서 올라가지 오르고 오르다보면 천국의 계단이 나온다
918,끝이 보이지 않아 내가 혼자 부르는 이름 정말 끝날 것 같지 않은 계단인데 잘 따라와 준 아이가 너무 고맙다 계단을 다 오르면 칠사산의 정자가 나오는데 이 한문을 잘 모르겠다
919,숭의정이라고 읽으면 되는걸까?
920,이런 곳에 이렇게 예쁜 정자를 만들어놓고 넘쥬아 한창 공사중인 우리동네를 내려다본다
921,둥실구름이 참 예뻤던 날 정자는 정상이 아니므로 칠사산 정상을 향해 조금 더 힘을 내 걸어본다 가는길은 이렇게 예쁘고 여유로웠다
922,바로 이 곳이 칠사산 정상 화창한 날씨에 정상에 오른 이 기분이 더욱 뿌듯하고 즐거웠다 열심히 산을 오르느라 거친 숨을 고르고 칠사산 정상의 바람을 마음껏 누릴 수 있는 이곳의 이름은 칠사정인가보다 나무도막 두개를 붙여 놓아 근사한 의자를 만들어두었다 편히 앉아 마음껏 경치를 감상하라고 아까보다 조금 더 멀리까지 보인다 굽이굽이 흐르는 물길은 경안천 칠사산 정상을 온전히 누린 후 내려가려다 발견한 칠사산의 유래 일곱명의 선비를 이름한 산이구나 고운 철쭉도 다시 반가워 행복해요.
923,이번엔 광주고방면으로 걷기로 했다
924,중간에 이렇게 쉴 수 있는 테이블도 있고 너른 공간들이 있어 숨이 트였다
925,여긴 해가 참 잘 들어서 같이 산을 올랐던 친구의 사진을 찍어주기도 했던 곳인데 나뭇잎사이로 스며드는 빛을 잘 녹여서 찍으면 제법 신비로운 느낌이 난다 신나게 내려가는 길 아이와 함께 무슨 이야기를 나누었는지는 잘 기억이 나지 않는데 계속 깔깔대고 웃으며 손 꼭 잡고 걸었다
926,산길이 끝난 것 같을 때 절이 나오는데 볕이 잘 드는 곳이라 느낌이 좋다 바닥에 잔뜩 흩뿌려진 꽃잎들은 색을 잃어가고있었음에도 충분히 어여뻤다
927,요즘은 나이를 먹어가는 것이 제법 멋진 일이라는 것을 마음 깊이 공감한다
928,한가득 존재감을 뽐내는 수국들도 구경할 수 있었다
929,철이 지난 것으로 알고 있는데 이제 색을 내려는건가..
930,원래 이런 종인가..
931,꽃사진을 한참이나 찍고서 문득 정신을 차려보니 조용히 말 없이 기다려주는 아이가 눈에 들어왔다 고마운 친구야 사랑한다
932,절 앞엔 산스장이 있어
933,그냥 지나칠 수 없는 우리의 코스가 되었다 내려오는 길이라서인지 한없이 완만하고 평화롭게 느껴지는 광주고 구간 조금 내려오면 신발의 흙을 털어낼 수 있는 에어건과 해충방지기피제도 볼 수 있다
934,어느 새 훌쩍 자라나 엄마랑 산도 거뜬히 넘어주는 고맙고 소중한 나의 아이 광주고 입구와 나란히 놓인 칠사산 등산로 입구 다시 집으로 돌아가는길 저마다 아름다운 초록을 뽐내는 나무들이 가득 찬 칠사산의 아름다운 모습에 자꾸 눈이 간다
935,왼쪽에 있는 기다란 쇠기둥은 정상으로 가는 꽃길 오른쪽 나무 사이에 숨어있는 숭의정도 반갑다
937,그저 아이와 함께 걷는 정겨운 흙길이 곁에 든든히 선 나무가 기분 좋은 향을 선물하는 꽃들이 이따금씩 불어오는 시원한 바람이 시리도록 파란 하늘과 둥실 뜬 흰 구름이 따사로운 볕과 서늘한 나무 그늘이 이미 내 손에 쥐어진 것도 모른 채 늘 불평불만만 늘어 놓았던 지난 시간들을 부끄러운 마음으로 반성하게 한다
939,오늘은 사촌오빠의 결혼식이있는날 예식은 11시지만 가족이니까 10시까지는 가야해서 새벽여섯시에출발하기로 새벽네시에 일어나서 씻고 화장하고 대전으로 출발 다와갈때쯤 셀카도 찍어보고 제 옆에는 누굴까요
940,11년을 만나고있는 내남자친구 이자 곧 내 남편이가 될 오빠야 예랑이 가족행사에 같이 갔다 내동생귀엽게나옴 입술앙 휴게소에서 커피도사고 송이언니야
941,네도 합류해서 휴게소에서 만나고 할거다하고 도착했는데도 우리는 9 30에도착 직원들이 준비할때 우리도 도착 시간이 남으니 밖에서 가족사진 찍기 오빠랑도 다같이 찍자
942,그래서 한컷 갑분 어린시절 막상 오늘의 주인공인 진호오빠는 사진속에없네 어디갓니 이 사진 보며 언니들은 머리띠도하고있고 멀쩡한데 난머리가왜저모양이냐고 심지어 우리엄마 저 뒤에서 웃고있음 25년정도의 시간이 흘러서 우리들 다 커서 시집장가를 갔고 애도낳고 난 시집을 갈 예정이고 내동생은 아직이지만 어릴적부터 아주 든든한언니들과오빠다 나괴롭힌언니들 눈빛으로 눌러준 언니들임 아주 피지컬보소 든든한우리오빠 새언니도 환영합니다
943,예뻣어요 행복해요.
944,새벽부터나와서추웠는데 시간이 지나며 날이 엄청 좋아졌다
945,김천휴게소 김천을 지나가서 김천댁한테 셀카보낸다고 찍는데 아빠가 자기도 찍어서 미꼬한테같이보내주라고 미꼬야 기다료 6월이나에 쳐들어간다
948,잘 키우시는분들은 요즘같은 시기에 번식도 시키고 재미있게 키우시던데 우리집 다육이는 자꾸 잎이 녹아버리네요.
949,물이 잎에 닿지않게 저면관수로 물 주는데 시기가 너무 잦은걸까요?
950,키워도키워도 영 얘 속은 모르겠어요.
951,그래도 요즘 햇볕 좋아지고 통풍 잘되니 붉은빛이 진해지는게 예뻐지는중.
952,어제 소개해드린 글라디올러스는 매일매일이 다르게 키가 크고있어요.
953,잎사귀 5 6개 나올때까지는 물이 많이 필요하다길래 겉흙이 마르면 물을 주고있어요.
954,꽤나 튼실하고 도톰한 잎이 올라오는 글라디올러스 새순을 보니 다 컸을때가 슬슬 걱정입니다.
955,이게 키가 꽤 큰거라 화분 좀 깊은곳에 심으라던데 너무 작은데 심은거 같아서요.
956,상황봐서 좀더 크면 한번 옮겨볼까봐요.
957,이건 방울토마토 씨앗을 심은건데요.
958,지금 딱 10 일째인데 아직 싹이 안보이네요.
959,이럴줄 알았으면 싹 띄우고 심을걸 그랬나...
960,후회중 성질급한 저 같은 사람은 모종 심는게 좋겠어요.
961,역시 10일전에 심은건데 바질은 싹이 나오는중.
962,"매직아이 같기도하고, 월리를 찾아라"
963,잘 보시믄 6 7개의 작은싹이 보입니다.
964,이렇게 보이기 시작하면 금방 쑥쑥 올라올테니 매일 베란다정원 살펴보는 재미를 더해주겠죠?
965,하나밖에 없는 아담한 베란다에 소박한 정원을 꾸미고 매일 아침 저녁으로 들여다보는게 요즘 제 취미가 되었네요.
966,"그래서 허브화분, 꽃화분을 추가로 살까말까 매일 고민중이에요."
967,내일은 화원에 한번 나가볼까봐요.
968,오늘은 어제 들어온 따끈따끈한 신상소개입니다
969,모아놓으니 더 이쁨 두번째 라일락핑크는 품절되어 리오더해온것 스마트스토어엔 일단 판매중지상태이지만 댓글로 주문주심..
970,열흘후엔 받으실수 있어요 커튼봉에 걸어 느낌만 보았어요
971,살랑살랑 화사한 너낌 윗집이웃이 너무 커튼이 급하다고 해서 급미싱을 가르쳐주었는데 그날밤 딸내미 그림일기보고 감동 아이들 눈에도 미싱하는 엄마모습이 이뻤나봐용 60수 폭 108 판매단위 1 반짝반짝인디쏘잉 1.
972,인디블랙 개인적으로 제일 맘에 듬 2번 다크레드와 같은 바닥 원단을 본 순간 시원한 여름통바지 만들려고 결정!
973,기존 핸드블록보다 약간 톡톡하며 천연염료로 고급짐 판매가도 1000원정도 비싸요
977,옐로우포텐플라워 7.
978,모스크핑크 주문은 비밀댓글과 카톡으로 인스타 디엠도 좋고요 스마트스토어는 다음주에 주문하실수 있어요 치마가 아니고 간단한 반앞치마 만들어봤다
979,이 원단도 이뻐서 많아 사고싶었는데 재고가 없다
980,4 로 앞치마3개 만듬 오늘 열일했넹 일요일은 전면락다운이라 더더욱 집에 콕박혀 왔다갔다 다행이 집이 좀 넓고 할일이 많아 시간은 잘도 간다 집안에서 다리아픈건 머선일??
981,공주라며 남편에게 투덜댔더니 미녀와 야수란다 점점 미쳐가고있다
984,5월 첫째주 주말이 이렇게 마무리 되어가네요
985,저는 갑자기 강철부대 예능에 꽂혀서 새벽에 정주행했어욤
986,욤 군인들의 포기하지 않고 끝까지 도전하는 그정신!
987,정말 존경스럽고 대단하다 싶었어요 !!
988,처음들어보는 낯선 특수부대들도 많았지만 극한의 상황에서도 정신력으로 버티는 모든 군인들께 박수를!!!!
989,오후에는 느지막하게 남편 용용님이랑 같이 이마트가서 장봤는데요
990,오늘 이마트 소고기 할인율이 엄청 좋더라구요
991,"결제까지 다 잘 하고 저는 마트카트 옮겨놓으러 가고, 남편은 후진해서 차 빼는 와중에,,,,, 주차장에서 예상치 못한 사고가,,,허ㅤㅎㅓㅎ 남편이 기둥을 못보고 뒤로 콕 들이박는 장면을 멀리서 지켜봤는데 소리가 엄청 커서 진짜 식겁식겁..!!"
992,"그나마 다친 사람도 없고 남의 외제차도 전혀 긁지 않아서 천만다행이지만,, 후후,, 그리고 우리의 큼식이가 튼튼해서 그런지 부딪힌 소리에 비하면 크게 찌그러진 곳도 없더라구욤"
993,"욤 휴휴,, 울남편 용용님도 너무 놀래서 심장이 계속 벌렁벌렁하다"
994,규 우리 모두모두 안전운전합시당!!!!!
995,놀란가슴 자이글에 소고기 구워먹으면서 진정시켰네욤
996,한우인데 저기 표시된 가격에서 40 할인이 들어가서 엄청 혜자스러운 가격이었어요 !!
997,부산에서 시엄마가 직접 정성껏 담궈서 보내주신 시원한 물김치와 같이 냠냠!
999,예상치 못한 사고가 있긴 했지만 앞으로 매사에 더 조심하고 방심하지 않기로!!
1001,서울근교나들이 안녕하세요.
1002,오늘은 거의 한 달만에 나들이 겸 서울 근교 용인에 다녀왔어요.
1003,용인시 규모가 어마어마 한 듯 해요.
1004,"오늘 제가 간 곳은 용인 남쪽이었는데요, 갑자기 왜?"
1005,국내 유일 조지아와인 을 취급하는 주 러스코세일즈 에서 와인세일 창고 대 개방 행사를 했기 때문입니다.
1006,차 안에서 창문을 사이에 두고 한 컷 오늘 날씨가 좋아서 기분 좋게 다녀올 수 있었어요.
1007,제 이웃님들이라면 아마 제가 가끔씩 조지아와인 아르메니아와인 소개하는거 알고 계실거예요.
1008,코카서스와인 서포터즈 활동을 하고 있기 때문이기도 하지만 저 역시 조지아와인을 널리 알리고 싶은 마음이 커서요.
1009,조만간 커미션 없는 구매대행도 해볼까 합니다.
1010,순수하게 조지아와인 전도하는 느낌이랄까..
1011,굳이 일 벌이는 것 같지만 그만큼 여러분도 맛 보게 해드리고 싶어서요!
1012,전 오늘 창고 구경 다녀왔어요.
1013,"그런데 와인 테이스팅하고, 구경하느라 그만 사진을 제대로 맘껏 찍어오지 못했네요."
1015,시음회 테이스팅하는 테이블을 깜빡하고 못 찍었어요.
1016,"간단한 안주거리도 있고, 와인에 대해 궁금한 점 다 설명해주십니다."
1017,"조지아와인 뿐 아니라, 아르메니아와인, 러시아 보드카도 있어요."
1018,보드카 병이 정말 예뻤는데...
1019,"저는 세미스위트 조지아와인을 매우 좋아하는 편인데, 그냥 드라이 레드를 좋아하는 분들도 많더라고요."
1020,"창고 개방 세일하는 날이라서 저희, 와인도 잔뜩 사왔어요."
1021,"내돈내산 와인 이미 제가 좋아하는 와인도 있고, 새로 맛보고 싶은 와인도 있어서 사왔습니다."
1022,"손님 올 일 있으면 언제인지 몰라도 나눠 마시고 또 선물할 일이 있을지도 모르고, 또 제가 좋아해서 구입했어요."
1023,"원래 조지아와인은 네이버 밴드 러스코세일즈 에서 판매 하시는데, 창고에서 사시면 약 10 15 할인 가격으로 구매 가능합니다."
1024,"와인 창고 개방은 앞으로 큰 변동 없을 시, 매 월 첫째주와 셋째주 주말에 한다고 하네요."
1025,참고하셔서 궁금하신 분은 직접 창고 가보세요.
1026,"일기가 아니라, 후기가 되어버린 듯한 일상이네요."
1027,"오늘 제이와 또 민아와 아즈라엘이랑 다녀왔는데요,"
1028,아즈라엘은 저보다 더 많이 산 거 안 비밀!
1029,다녀와서 저희 집 근처 아브뉴프랑 마호가니카페에서 커피 한 잔씩 하고 헤어졌어요.
1030,"그리고 오랜만에 꿀같았던 주말의 막바지는, 와인 대신 맥주 한 잔과 함께 넷플릭스 괴물 을 보는 걸로 마무리 합니다."
1031,내일부터 다시 열일해야지.
1032,"네이버 열일로 오늘일기 쓰니까, 포스팅이 한결 쉬워진 느낌적 느낌!"
1033,이지만 본분을 잊지 않고 돌아오겠습니다
1034,아 여러분 편안한 밤 되셔요...
1036,러스코세일즈 경기도 용인시 처인구 남사읍 원암로39번길 11 6 1층 103호
1038,대전시민천문대 개관20주년 기념 별축제 에 어제에 이어 오늘도 아이들은 열심히 참석을 합니다.
1039,대전시민천문대 별축제 제10회 사생대회에 참석 온라인 을 합니다.
1040,"그림 그리기에 원체 자신없어 하는 아들들인지라, 기회가 생길 때마다 꼭 참석을 하겠금 하고 있지요."
1041,오전 10시 12시까지 비대면 온라인으로 진행된 사생대회는 사생대회가 진행되는 시간동안 줌을 통해 계속 모니터링을 진행 하더군요.
1042,열심히 그림을 그리는 모습이 엄마인 캔디네 눈엔 너무나 예뻐보입니다.
1043,"그림을 잘 그리진 못하지만, 참석해서 끝까지 완성해 나가는 모습이 참 보기 좋았습니다."
1044,두시간을 거의 꽉 채워서 그림을 완성했습니다.
1045,내일 꼭 우편으로 보낼께
1046,"사생대회 결과까지 좋으면 더할나위 없이 좋을테지만, 울 아들 둘이 끝까지 그리고, 물감과 크레파스 색연필을 사용해서 채색까지 하나의 작품을 완성했다는데..."
1047,엄마는 큰 점수를 주고 싶구나 !!
1048,오늘 점심은 크림파스타를 해서 맛있게 먹었지요.
1049,그리고 오후 스케쥴을 소화시켜 봅니다.
1050,별축제 과학강연을 온라인으로 참여합니다.
1051,"두 아들은 코스모스 오디세이 권오철 천체사진작가 가구란 한마디로 대청마루다 엄태헌 인아트 대표이사 드론 지용호 드론 크리에이터 아이들이 오후 시간에도 별축제에 참석을 하고, 캔디넨 꾸끼랑 바람을 좀 쐬러, 나갔다 왔습니다."
1052,와우 하늘이 너무나 예쁜 하루입니다.
1053,"캔디네 가족은 캠핑을 다니는 가족인데, 아이들이 중학생이 되고, 코로나19 상황이 오래 지속되다보니, 요즘은 캠핑을 나가기가 쉽지 않아요."
1054,"캠핑장을 잡기는 하늘의 별따기인지라, 가볍게 야외에서 캠핑을 할 수 있는 장소를 좀 알아보러 왔습니다."
1055,음 멋진 카라반이네요.
1056,"이 카라반이 노지인 이곳에서 캠핑을 하고 있는 걸 보니, 캔디네 트레일러도 충분히 가능할 장소로 보입니다."
1057,캔디랑 꾸끼가 조만간 캠핑트레일러를 가지고 방문할 장소는 캠핑을 할 장소는 바로 요 지점이 될 것 같습니다.
1058,"대전시민천문대 별축제 온라인 별 음악회가 일욜밤에 천문대 야외무대에서 진행 캔디넨 유튜브로 실시간스트리밍으로 대전시민천문대에서 별축제 별음악회에 직접 참여하면 좋겠지만, 코로나19상황인지라, 모든게 온라인으로 변경되어 진행이 되고 있는 상황이지만, 이렇게 즐기는 것 또한 하지 않는것 보다는 훨씬 좋습니다."
1059,아주 만족스러운 별축제 입니다.
1060,"아침부터 별축제 사생대회참석하고, 오후엔 온라인으로 과학강연 아이들은 참석하고, 캔디랑 꾸끼는 잠시 캠핑갈 자리를 물색하고 돌아왔고, 밤엔 별축제 별음악회로 오늘 하루를 마감했답니다."
1061,참으로 알차고 보람있게 꽉꽉 채워서 주말을 보낸것 같네요.
1062,내일은 또 어떤일을 하며 하루를 보내고 있을까요?
1064,딸1호는 5살부터 한글에 스스로 관심을 갖기 시작해서 자연스럽게 한글을 읽고 쓰고 하는데 올해 6살이 된 딸2호는 도무지 한글에 관심을 보이는 것 같지 않아서 부모로서 조금 답답한 마음이 있었어
1066,두 딸아이와 시간을 정해서 옆에 두고 같이 봐주면서 각자 학습놀이를 시작했어
1067,용 유아는 한글수학 초등은 영어놀이 아무래도 딸2호 는 옆에서 같이 활동 및 지도가 필요했구요
1068,사실 8살 딸1호 같은 경우 한글로 진행하는 수업이나 문제의 경우 큰 도움이 필요없는데 이날은 영어학습 놀이를 하겠다고해서 그렇게 하라고 했어요
1069,영어학습을 강요하고 싶지 않았고 본인도 좋아하는 편이 아니라 크게 개입하지 않았는데 이번엔 제법 알파벳 사이 차이에 대해 조금씩 인지하고 있는 모습을 보면 왠지 모르게 대견한 마음이 들더라구
1070,"용 공부가 중요하다는 건 알지만, 우리 아이들이 스스로 느끼고 깨우치지 않으면 아무 소용이 없다고 생각해서 부모와 아이가 재미있게 상호작용할 수 있는 방법과 학습을 원했는데 이번 웅진북클럽 한글수학깨치기가 많은 도움이 되는 것 같네"
1071,용 행복해요.
1074,나 브로커 출근 중!!
1075,나 3일 전까지 부산에서 브로커 찍었어요.
1076,언니 요새 무슨 노래 들어요?
1077,꽂힌 노래 소개 좀 해주세요.
1080,부산에 있는 동안 밀면을 엄청 잘 먹었어요.
1081,이지금 채널 5백만 기념 영상은 없나요?
1082,부산 내려오기 전에 유튜브 찍어 놓은 게 없어요.
1083,일요일에도 일하나요?
1084,"일요일은 일하는 날 월요일은 월래 일하는 날 언니, 요새 무슨 책을 읽나요?"
1085,나폴리 4부작을 읽고 있어요.
1086,아침밥 뭐 드셨나요?
1087,"요거, 밥차 최고 고등어구이, 달걀 프라이, 김치, 두부조림 등 코인 안무 영상은 없는 건가요?"
1089,커버 영상들은 스스로 다 찾아보신 건가요?
1090,요즘 저의 소확행입니다.
1094,인스타 스토리 문답 놀이 잘 봤어.
1095,이렇게 팬들을 위해 한 주간의 지난 동정을 요약해 주다니.
1096,기대한 대로 잘 해내고 있어 마음이 놓이는구나.
1097,오늘 일정은 어땠어?
1098,인스타를 보니 새벽같이 일어나 다른 로케이션으로 이동한 것 같은데...
1099,가뜩이나 잠을 쉬 이루지 못하는 터에 꼭두새벽에 일어나 채비를 꾸리다니.
1100,혹시 뜬 눈으로 밤을 지새우다가 그대로 현장까지 이동한 건 아니겠지?
1101,안쓰럽기도 하지만..
1102,한편으로는 네가 무척이나 멋지다는 생각이 들었단다.
1103,"요즘 읽고 있는 책이나 노래를 추천해 주는 마음 시시콜콜하지만, 밥차 사진에 부산에서 밀면을 먹었다는 얘기까지.."
1104,"비록 이쁜 너의 셀카는 없지만, 그 정도만으로도 충분히 고맙고 감사하게 여기고 있어."
1105,한국 배우들은 정말 훌륭합니다.
1106,어제 고레에다 감독이 영화 기적 의 재개봉 행사에서 브로커 배우들을 칭찬한 거.
1107,지은이 의 이름을 직접 말하지는 않았지만 감독님은 두 손을 모아 가슴에 대고 연신 머리까지 숙이며 인사를 하셨지.
1108,난 정말 지은이가 장하고 대견스러웠어.
1109,2주가 지나면 바로 지은이의 스물아홉 번째 생일이 돌아와.
1110,별수 없이 촬영지에서 생일을 맞게 됐지만..
1111,"어떤 면에서는 네가 좋아하는 송강호, 배두나, 강동원 씨 등과 함께 하는 생일도 그리 나쁘지 않을 거라는 생각이 들어."
1112,오늘 고생 많았고..
1113,일교차가 심하니 감기 조심하기 바라.
1114,이불 꼭 덮고 자렴.
1116,그 와중에 밥도 먹었다
1117,전 날 다녀온 나들목으로 인해 이 집에 있는 모든 사람들이 늦잠행 사람들은 늦게 일어나지만 고양이들은 참지않긔!!
1118,일찌감치 일어난 냥이들을 우다다 중 다섯마리가 사는 이 집에 소바어멈이 있다
1119,이번주도 나가리요 한 줄에 몰려있었다면 2등 각이었는데 하임이 없다
1120,저 발 주인이 소바 어멈 소바어멈이 소바보다 귀엽다
1121,소바보다 발이 크다
1122,하임이는 왕발 소바는 쪼막발 말랑말랑 찹쌀모찌 제 발로 이불속에 파묻고 들어가서 1시간 가까이 엎드려서 자다가 나오셨다 점점 아래턱이 나오고 있는 김구라 같은 고양이 동구녕이 좀 드럽긴 하고 입냄새가 많이 나기는 하지만 귀엽다
1123,사람도 겁나 좋아한당 소바보다 착해 6살이 되신 아주머니지만 동안이시다 지금은 미용해서 부츠까지 야무지게 신고 있지 얼룩덜룩 등 무늬는 고르바초프 같다
1126,끄적끄적 하고 싶은말 형식 없이 써내려가는것.
1127,쉽고 재미있으니까!
1128,꾸준히는 써봤지만 매일 써본적은 없다.
1129,"네이버 블로그팀이 5월1일부터 2주동안 매일매일 일기를 쓰면 16,000원을 준댔다."
1130,돈도 돈이지만 매일매일 어떻게 쓰지?
1132,"한 줄 문장도 사진도 괜찮다고 했으니까 주말, 날씨가 흐릿흐릿 하지만 동네 공원을 나왔다."
1133,"지고 있는 유채꽃, 한 번이라도 더 보고 싶어서 나왔는데 역시나 흐린 날씨에도 예쁜건 어쩔수 없다."
1134,똑같은 유채꽃밭이라도 나만의 아지트 같은 곳!
1135,사람 덜한 안쪽의 조그마한 공간.
1136,야외요가 하기 딱 좋다.
1137,"비둘기자세, 요가 라자카포타아사나 바람에 사부작사부작 유채꽃 흔들리는 소리."
1138,간간히 비행기 지나가는 소리도 들리지만 요가와 함께 들숨날숨 호흡하고 있자면 이마저도 굉장히 평화롭게 느껴진다.
1139,라자카포타아사나 라자카포타사나 말린어깨를 풀어주고 가슴을 열어주는 자세로 대표적인 후굴 자세이다.
1140,쉽지 않은 요가 자세이다.
1141,"특히나 발가락이 머리에 닿는다는건, 특히나 발바닥이 머리를 쓰다듬을 수 있다는건 사실 진짜 안되던 자세였는데 드디어 머리와 발이 서로 만났다!"
1142,몸은 거짓말을 하지 않는다고 꾸준히 수련하면 된다.
1143,베트남 다낭의 어느 공원 코로나 있기 전이다
1144,코로나 19로 한국 돌아온지 이제 1년 좀 더 되었다.
1145,그 전에는 베트남에서 살고 있었다.
1146,다낭만 그런지는 모르겠지만 강렬한 햇살이 조금 누그러지는 오후쯤 되면 사람들이 공원에 나와 운동도 하고 책도 읽고 명상도 한다
1147,남 신경쓰지 않고 스스럼 없이 혼자 또는 친구와 함께 요가도 하고 누워서 바다며 하늘도 바라보는것이 너무 자유롭다.
1148,나도 처음에는 풀에 그냥 앉는것이 참으로 어색했는데 몇번 하다보니 잔디 바닥은 물론 맨발도 어색하지 않게 된다.
1149,한국 공원은 이게 좀 어색하긴 하다.
1150,한 명도 저렇게 자유로운이가 없으니.
1151,날씨가 먹구름이 잔뜩 껴서 그런걸꺼야.
1152,맑은 날 내가 먼저 나와서 다시 시도해봐야지
1153,주말은 정말 시간에 광풍이라도 불어대는 걸까?
1154,벌써 몇 시간만 지나면 월요일이다.
1155,특별히 월요병을 앓는 직장인도 아니면서 여튼 주말이 시간 속으로 빨리 사라지는 건 무지 섭섭하다 행복해요.
1157,누구나 어느 부분에선 선택에 대한 결정장애가 있겠지만 나는 오늘 아침 일찍 잠에서 깨어난 뒤 부터 선택에 대한 부담을 괜시리 혼자 짊어졌다
1158,나이가 먹는다는 건 뭐든 결정을 내리기가 쉽지 않는다는 걸 깨달음 오늘은 주일날!
1159,예전같으면 1도 없었을 고민 슬퍼요.
1160,예배 드리러 교회에 갈까?
1161,아니면 영상으로 드릴까?
1162,간다고 한 참 뒤 결정한 뒤 그럼 화장을 하고 갈까?
1163,귀차니즘에 화장을 하지 않기로 그럼 무얼 입을까?
1164,시작 옷장의 옷을 수차례 끄집어 내어 침대 위랑 방을 어지럽힌 후 생각에도 없던 아이템을 골라잡아 입고는 걸어갈까?
1165,아님 차를 끌고 갈까?
1166,아 진정 미칠노릇이다.
1167,그렇게 결정장애 놀이를 열심히 하고는 예배드리고 돌아와 어제 장봐 놓은 햇감자를 찌고 오이를 썰어서 며칠 째 빠져있는 넷플릭스 더 서펀턴트 시청하면서 나름 영어공부 간식으로 포근하게 분이 나도록 삶아진 따끈한 감자와 싱싱한 오이 한개!
1168,모르고 준비했는데 오늘이 52데이란다
1169,내 안에 할매있다.
1170,간식 구성이 매우 올드하지만 ㅤㅇㅙㄹ케 시원한지 초고추장에 마요네즈에 나름 365일 생각만 다이어터로써 오이를 먹으며 만족스럽다.
1171,2일차 네이버블로그 오늘일기 시작을 결정장애로 했는데 아침 이후 결정장애 증상이 조금 누그러들어 다행이다.
1173,쯔쯔 결론은 오이데이에 오이먹으며 넷플릭스로 영어공부하면서 가는 주말이 아쉽다는 걸로 요약!!
1174,오늘은 아침부터 뭔가 아귀가 안맞는 날인듯 이런 날 또 저런 날도 있는거쥐 여튼 오이데이에 오이먹으며 결정장애에 대한 짧은 소회를 적어본다.
1176,이틀이 주말이다 보니 후다닥 지나간 것 같은..
1177,이유는 역시 게으름이다.
1178,"요즘 주말은 아무것도 안하고 싶은 마음에 침대와 한몸이 되어 데구르르 몸을 굴리곤 하는데, 이 게으름의 부작용은 역시나 비만이다."
1179,이미지출처 투디갤 검색으로 침대와 한몸을 찾아보니 위와 같은 이미지가 있네
1180,어떤 작가분이 이런 생각을 한 걸까?
1181,그런데 사실 막상 생각해 보면 침대와 한몸이 되어 출근하고 일하는건 그닥 좋은 느낌은 아니다.
1182,침대와 한몸의 데미는 역시 아무것도 안하고 멍때리는 거지
1183,그런데 침대와 한몸으로 하루를 보내다 보면..
1184,창문의 색이 금방 어둠으로 바뀌는 것을 보게된다.
1185,사실 오늘도 늦게 11시쯤 일어나서..
1186,헤롱헤롱한 모습으로 아무렇지 않게 를 켜고 보다가..
1187,밥을 먹고 또 누워서 졸린데 하면서 자고 일어나니 창 밖이 컴컴하다.
1188,이렇게 하루를 보내면 단점이 일요일 밤은 잠이 워낙 안와서 다음날 월요일까지 피곤에 찌들게 되는..
1189,악순환의 반복이지..
1190,그래도 일주일의 시작인 월요일을 위해 힘을 내보자..
1192,검색해 보니 재밌는 짤 많네..
1193,직장인의 애환이 잘 묻어있음!!
1194,그림왕양치기의 약치기 그림 그림왕양치기의 약치기 그림 .
1198,아침은 절대 좋을수가 없다..
1199,특히 나처럼 아침 잠 많은 녀석은..
1200,주말 너무 셨더니 개피곤한 월요일..
1201,살짝 농땡이치며 쉬고 있는데..
1202,옆에 오는 상사..
1203,한대 때리고 싶지...
1204,그런 와중에 보고서 가지고 딴지거는 상사란..
